,id,income,recency,wines,fruits,meat,fish,sweets,gold,customers_engagement,age,kids,total_amount_spent,marital_status,education
2110,9729,58275.0,48,189,10,253,56,43,64,1,59,2,615,Single,PG
2111,1008,44953.0,31,728,17,133,11,8,124,2,33,0,1021,In relationship,PG
2112,11091,34587.0,68,7,2,9,2,0,2,0,61,2,22,In relationship,PG
2113,3969,43018.0,46,35,4,17,7,6,64,1,40,1,133,In relationship,PG
2114,1916,45736.0,92,188,3,180,20,3,43,1,60,1,437,In relationship,PG
2115,9907,66476.0,80,742,28,152,25,9,57,1,45,1,1013,In relationship,PG
2116,87,27733.0,16,0,7,5,26,2,17,1,33,1,57,In relationship,PG
2117,8659,69805.0,50,750,71,174,13,10,20,0,62,1,1038,In relationship,PG
2118,6262,72217.0,93,816,42,450,55,56,154,1,52,0,1573,Single,PG
2119,6147,25818.0,51,5,2,8,2,2,9,2,43,1,28,Single,PG
2120,8832,37509.0,24,37,5,56,12,8,5,2,38,1,123,In relationship,PG
2121,10067,25176.0,79,4,0,4,0,0,5,1,38,2,13,In relationship,PG
2122,7532,43586.0,26,99,2,11,4,0,16,2,34,1,132,In relationship,PG
2123,4915,53230.0,86,176,72,98,136,21,229,2,58,1,732,In relationship,PG
2124,2115,50116.0,68,54,0,10,0,0,2,0,57,2,66,In relationship,PG
2125,2088,84906.0,98,997,15,414,99,30,76,1,42,0,1631,In relationship,PG
2126,2493,61286.0,34,356,0,107,19,9,117,1,48,1,608,In relationship,PG
2127,6292,82333.0,60,1311,0,359,46,89,17,1,28,0,1822,In relationship,PG
2128,1631,65220.0,3,890,63,292,0,25,12,2,49,0,1282,In relationship,PG
2129,10104,33590.0,65,4,0,2,0,0,2,1,40,3,8,In relationship,PG
2130,3006,30992.0,83,17,0,14,7,3,2,1,38,1,43,Single,PG
2131,3919,72309.0,64,960,0,883,50,38,0,1,38,0,1931,Single,PG
2132,11181,156924.0,85,2,1,2,1,1,1,1,65,0,8,In relationship,PG
2133,642,16005.0,69,1,3,2,20,30,47,2,34,1,103,In relationship,UG
2134,4369,65487.0,48,240,67,500,199,0,163,0,57,0,1169,Single,PG
2135,10127,58692.0,21,301,11,61,4,7,11,0,49,1,395,In relationship,PG
2136,271,40590.0,30,154,0,50,6,11,37,1,45,2,258,Single,PG
2137,4973,20587.0,39,2,3,6,4,1,9,0,44,1,25,Single,PG
2138,2948,62637.0,76,104,12,48,4,12,5,0,60,1,185,Single,PG
2139,2715,29435.0,11,70,3,37,4,2,64,2,48,2,180,Single,PG
2140,10432,19346.0,26,2,0,9,3,6,2,0,40,1,22,Single,PG
2141,9216,35788.0,34,23,2,11,3,1,4,0,43,2,44,In relationship,PG
2142,7124,36997.0,72,43,4,12,8,0,27,1,46,2,94,Single,PG
2143,9727,23539.0,13,4,24,11,16,1,25,0,57,0,81,In relationship,PG
2144,5136,65333.0,58,654,7,92,0,15,30,0,41,1,798,Single,PG
2145,9790,78499.0,12,912,72,170,47,36,97,1,57,0,1334,Single,PG
2146,1818,29732.0,23,25,0,8,0,1,4,0,43,1,38,In relationship,PG
2147,1100,41275.0,33,24,4,22,0,2,9,0,54,3,61,In relationship,PG
2148,7873,63516.0,30,141,11,114,15,14,5,1,41,2,300,In relationship,PG
2149,10609,42769.0,15,71,0,13,3,1,0,1,52,1,88,In relationship,PG
2150,6950,49572.0,25,35,1,16,0,1,1,1,56,2,54,In relationship,PG
2151,7233,69209.0,4,496,32,849,229,48,128,2,42,0,1782,In relationship,PG
2152,9481,17148.0,80,9,9,11,13,10,16,0,38,1,68,In relationship,PG
2153,7699,40590.0,30,154,0,50,6,11,37,1,45,2,258,Single,PG
2154,2711,30560.0,6,9,1,5,4,5,7,1,38,1,31,In relationship,PG
2155,8933,32146.0,16,26,3,23,4,7,3,0,31,1,66,In relationship,PG
2156,8726,41713.0,57,77,8,44,10,10,25,0,50,2,174,Single,PG
2157,1515,34176.0,9,11,2,7,4,2,2,0,39,1,28,In relationship,PG
2158,5186,58482.0,59,576,7,115,19,7,7,0,59,1,731,In relationship,PG
2159,10157,59686.0,78,89,15,89,34,42,5,0,49,1,274,Single,PG
2160,5667,60896.0,90,1013,30,399,60,46,153,2,50,1,1701,In relationship,PG
2161,902,62994.0,74,224,12,48,4,12,12,0,34,1,312,In relationship,PG
2162,977,47320.0,10,200,19,111,50,15,19,1,57,1,414,In relationship,PG
2163,7313,74859.0,63,570,73,614,133,102,73,1,65,0,1565,Single,PG
2164,7600,15253.0,13,1,3,3,8,1,13,1,22,1,29,Single,UG
2165,9706,31560.0,98,62,1,20,4,0,7,1,40,1,94,Single,PG
2166,2429,72071.0,4,531,69,300,150,138,150,1,60,1,1338,Single,PG
2167,3520,91172.0,94,162,28,818,0,28,56,1,24,0,1092,Single,PG
2168,10394,90000.0,91,675,144,133,94,192,241,1,30,0,1479,In relationship,PG
2169,4548,41967.0,66,23,4,10,0,2,15,1,33,2,54,Single,PG
2170,9362,69263.0,14,492,5,32,13,5,21,0,49,1,568,Single,PG
2171,3968,65706.0,77,918,10,129,13,0,129,1,44,0,1199,Single,PG
2172,4084,60934.0,41,224,155,155,192,93,54,0,39,1,873,In relationship,PG
2173,6721,71965.0,21,572,19,286,50,38,248,1,63,1,1213,In relationship,PG
2174,2829,65210.0,25,626,0,70,0,7,28,0,59,1,731,In relationship,PG
2175,1772,79174.0,2,1074,37,518,193,92,129,1,39,0,2043,In relationship,PG
2176,1544,81380.0,51,741,68,689,224,68,103,2,47,0,1893,Single,PG
2177,492,48432.0,3,322,3,50,4,3,42,2,41,1,424,Single,PG
2178,4377,52914.0,32,254,10,44,30,10,227,1,43,1,575,In relationship,PG
2179,4541,38946.0,84,116,6,82,6,6,41,1,59,1,257,In relationship,PG
2180,1321,26067.0,49,22,2,18,0,2,12,1,40,1,56,In relationship,PG
2181,8858,44325.0,69,516,0,21,0,0,5,1,42,1,542,In relationship,PG
2182,3266,42523.0,96,14,36,11,3,26,35,0,50,0,125,In relationship,PG
2183,11187,26487.0,23,2,8,10,12,14,23,1,36,1,69,Single,UG
2184,8207,53233.0,18,28,0,9,3,0,0,0,57,1,40,In relationship,PG
2185,9723,67716.0,8,530,142,217,62,9,56,1,54,1,1016,In relationship,PG
2186,2666,76234.0,21,519,50,167,130,0,41,0,42,1,907,In relationship,PG
2187,5721,84117.0,60,611,76,749,59,45,26,0,58,0,1566,In relationship,PG
2188,10652,65487.0,48,240,67,500,199,0,163,0,57,0,1169,In relationship,PG
2189,1646,25224.0,36,4,9,12,11,2,8,0,42,1,46,In relationship,UG
2190,4418,89616.0,36,671,47,655,145,111,15,1,31,0,1644,Single,PG
2191,2656,40851.0,63,23,1,7,0,4,24,1,43,2,59,Single,PG
2192,7990,27469.0,2,9,1,2,3,2,0,2,67,0,17,In relationship,PG
2193,8722,82347.0,38,556,54,845,202,133,63,2,57,0,1853,In relationship,PG
2194,7118,73803.0,61,833,80,363,52,26,174,2,57,1,1528,In relationship,PG
2195,2980,8820.0,52,12,0,13,4,2,4,1,62,2,35,Single,PG
2196,1839,43322.0,25,56,7,48,10,2,18,0,40,0,141,Single,PG
2197,10722,55593.0,63,293,8,124,11,4,106,1,41,1,546,In relationship,PG
2198,2632,50501.0,10,297,0,38,13,0,152,1,60,2,500,In relationship,PG
2199,9014,37085.0,65,39,1,16,2,0,3,0,39,2,61,In relationship,PG
2200,7620,16185.0,71,5,11,16,21,8,45,1,24,1,106,Single,UG
2201,10968,57731.0,0,266,21,300,65,8,44,2,45,1,704,Single,PG
2202,11133,48432.0,3,322,3,50,4,3,42,2,41,1,424,Single,PG
2203,2736,73807.0,88,366,124,156,71,78,54,1,36,1,849,In relationship,PG
2204,1876,18929.0,15,32,0,8,23,4,18,1,24,0,85,In relationship,PG
2205,5959,35893.0,80,158,0,23,0,0,18,2,46,2,199,Single,PG
2206,1092,61014.0,17,269,129,495,182,43,29,2,34,1,1147,In relationship,PG
2207,4333,32144.0,76,41,0,10,0,0,3,0,60,2,54,In relationship,PG
2208,3850,14918.0,52,3,3,3,15,4,15,2,51,1,43,In relationship,UG
2209,6168,45146.0,28,33,0,5,0,0,15,1,51,2,53,Single,PG
2210,607,41769.0,31,302,29,131,32,0,27,1,59,1,521,Single,PG
2211,10469,88325.0,42,519,71,860,93,27,53,0,33,0,1623,In relationship,PG
2212,6983,38054.0,24,23,2,17,2,1,0,0,64,2,45,Single,PG
2213,3661,80617.0,42,594,51,631,72,55,32,2,19,0,1435,Single,PG
2214,9303,5305.0,12,12,4,7,1,3,5,1,38,1,32,In relationship,PG
2215,692,36807.0,88,4,2,5,0,0,5,2,60,2,16,In relationship,PG
2216,736,28427.0,67,18,3,19,3,3,6,1,31,1,52,In relationship,PG
2217,9589,82032.0,54,332,194,377,149,125,57,0,66,0,1234,Single,PG
2218,4838,22775.0,40,5,1,8,0,0,1,1,36,1,15,In relationship,PG
2219,9246,40101.0,73,171,3,129,26,24,62,2,29,1,415,In relationship,PG
2220,6261,58025.0,81,270,31,88,11,48,22,1,35,1,470,In relationship,PG
2221,7366,75777.0,12,712,26,538,69,13,80,1,32,0,1438,Single,PG
2222,10659,7500.0,7,2,8,11,3,8,21,1,35,1,53,In relationship,PG
2223,1448,33562.0,33,21,12,12,0,3,3,0,51,3,51,In relationship,PG
2224,4286,57642.0,24,580,6,58,8,0,27,0,44,1,679,Single,PG
2225,4749,58554.0,55,368,24,68,38,0,88,2,46,2,586,In relationship,PG
2226,4478,63777.0,87,457,5,106,15,17,53,1,35,2,653,In relationship,PG
2227,4201,57967.0,39,229,7,137,4,0,91,1,52,1,468,Single,PG
2229,10084,24434.0,9,3,2,8,20,0,17,0,42,2,50,In relationship,PG
2230,7004,11012.0,82,24,3,26,7,1,23,1,30,1,84,Single,PG
2231,9817,44802.0,71,853,10,143,13,10,20,2,44,0,1049,Single,PG
2232,8080,26816.0,50,5,1,6,3,4,3,2,28,0,22,Single,PG
2234,8372,34421.0,81,3,3,7,6,2,9,1,40,1,30,In relationship,PG
2235,10870,61223.0,46,709,43,182,42,118,247,1,47,1,1341,In relationship,PG
2236,4001,64014.0,56,406,0,30,0,0,8,0,68,3,444,In relationship,PG
2237,7270,56981.0,91,908,48,217,32,12,24,0,33,0,1241,Single,PG
2238,8235,69245.0,8,428,30,214,80,30,61,0,58,1,843,In relationship,PG
2239,9405,52869.0,40,84,3,61,2,1,21,2,60,2,172,In relationship,PG
